number_of_flips,count,nodes_start_mean,edges_start_mean,nodes_target_mean,edges_target_mean,Average GED
0,4927,27.99,30.29,32.01,34.65,75
1,22,29.32,31.09,29.86,31.77,76
2,20,26.7,28.45,21.35,22.2,61
3,10,17.7,19.1,28.1,29.6,57
4,8,24.0,26.25,31.25,33.25,74
5,2,31.5,33.0,38.0,39.0,78
6,5,18.0,18.8,24.6,26.8,61
7,1,20.0,20.0,25.0,27.0,51
8,4,19.5,20.5,15.5,16.0,44
9,1,34.0,37.0,40.0,43.0,87
