number_of_flips,count,nodes_start_mean,edges_start_mean,nodes_target_mean,edges_target_mean,Average GED
0,4854,28.01,30.32,32.1,34.78,75
1,66,27.23,28.97,24.85,25.21,64
2,43,26.19,28.14,29.53,30.95,75
3,11,28.27,29.73,23.55,22.91,69
4,20,19.6,20.4,28.0,28.35,65
5,2,33.0,34.5,17.5,17.5,68
6,3,21.0,22.33,22.0,22.67,55
7,1,22.0,24.0,23.0,22.0,52
