number_of_flips,count,nodes_start_mean,edges_start_mean,nodes_target_mean,edges_target_mean,Average GED
0,1963,18.86,104.45,18.95,119.22,136
1,1365,19.41,93.29,20.52,83.65,121
2,263,21.37,69.99,21.51,66.49,88
3,195,24.46,87.22,18.74,65.5,101
4,87,27.32,87.25,19.09,54.14,98
5,57,29.25,100.96,16.75,57.09,107
6,34,29.79,98.68,19.12,54.09,104
7,13,42.46,143.08,14.92,52.92,168
8,14,27.43,87.0,19.64,54.5,90
9,1,72.0,258.0,12.0,36.0,330
10,5,31.4,116.6,14.6,38.0,129
12,3,43.33,149.0,15.0,42.33,184
