number_of_flips,count,nodes_start_mean,edges_start_mean,nodes_target_mean,edges_target_mean,Average GED
0,4962,27.96,30.25,32.0,34.64,75
1,14,24.29,25.5,26.79,27.86,71
2,13,21.85,23.62,19.31,19.23,52
3,1,31.0,35.0,13.0,12.0,67
4,6,21.33,22.83,26.0,27.33,61
5,1,21.0,22.0,16.0,14.0,38
6,3,65.0,69.33,11.33,10.33,134
